"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002195","야탑중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002196","양영중학교","03","공립","Y","2020학년도 학생 체력검사 미실시(코로나19로 인함)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002198","영성중학교","03","공립","Y","2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002199","은행중학교","03","공립","Y","학교장이 감염병 상황 등을 고려하여 시도교육감 및 교육장의 승인을 받아 2020학년도 학생건강체력평가 실시를 생략한 학교는 2021 공시 대상 항목에서 제외","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002200","이매중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002201","장안중학교","03","공립","Y","코로나19 상황을 고려하여 시도교유감 및 교육장의 승인을 받아 2020학년도 건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002202","정자중학교","03","공립","Y","코로나19 감염병 상황으로 2020년도 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002205","청솔중학교","03","공립","Y","코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002206","태평중학교","03","공립","Y","2020년 코로나로 인하여 학생건강체력평가를 실시하지 않음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002207","풍생중학교","03","사립","Y","2020년 PAPS 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002208","하탑중학교","03","공립","Y","감염병으로 인한 학생건강체력 검사 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002406","고색중학교","03","공립","Y","2020학년도 팝스실시 안함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002407","곡선중학교","03","공립","Y","2020학년도 학생 건강 체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002408","구운중학교","03","공립","Y","코로나로 인하여 2020학년도 학생체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","1학년","남자","38.5","0.00","","7.7","","","","28.4","8.9","","24.2","","0","0","5","19.2","11","42.3","8","30.8","2","7.7","26"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","1학년","여자","19.8","0.00","","12","","","","21","11.2","","22.8","","0","0","1","2.9","17","48.6","15","42.9","2","5.7","35"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","2학년","남자","53.5","0.00","","11.1","","","","37.7","8.7","","23.9","","6","12.2","16","32.7","17","34.7","10","20.4","0","0","49"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","2학년","여자","28.3","0.00","","14.8","","","","25","10.3","","22.3","","0","0","14","40","17","48.6","3","8.6","1","2.9","35"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","3학년","남자","57.5","0.00","","8.2","","","","36.5","8.5","","23.6","","2","3.8","21","39.6","19","35.8","10","18.9","1","1.9","53"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","3학년","여자","37.8","0.00","","13.6","","","","24.4","10.6","","21.2","","1","1.8","26","45.6","23","40.4","6","10.5","1","1.8","57"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002410","남수원중학교","03","공립","Y","코로나로 인해 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002411","대평중학교","03","공립","Y","2020년 공시내용이 없음.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002412","동성중학교","03","공립","Y","코로나19로 인한 미실시 종목이 있어 제외 처리함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002413","동수원중학교","03","공립","Y","코로나19로 인해 미실시함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002414","매원중학교","03","공립","Y","코로나19로 인해 2020년 학생 체력 측정 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002415","매향중학교","03","사립","Y","2020년도 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002416","매현중학교","03","공립","Y","코로나19 원격수업으로 등교중지","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002417","명인중학교","03","공립","Y","미 실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002418","송원중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002419","산남중학교","03","공립","Y","코로나-19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002420","삼일중학교","03","사립","Y","학교장이 감염병 상황 등을 고려하여 시도교육감 및 교육장의 승인을 받아 2020학년도 학생건강체력평가 실시를 생략함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","1학년","남자","33.6","0.00","","8.3","","11.8","","","","174.1","21.1","","0","0","4","23.5","8","47.1","5","29.4","0","0","17"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","1학년","여자","27","0.00","","15.3","","17.7","","","","144.8","21","","0","0","10","40","11","44","4","16","0","0","25"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","2학년","남자","32.5","0.00","","2","","11.2","","","","170.6","22","","0","0","0","0","6","50","4","33.3","2","16.7","12"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","2학년","여자","29.1","0.00","","18.9","","17.9","","","","160.9","22.2","","2","25","1","12.5","3","37.5","2","25","0","0","8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","3학년","남자","35.5","0.00","","8.4","","12.1","","","","212.5","21.3","","1","12.5","2","25","1","12.5","3","37.5","1","12.5","8"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","N","","3학년","여자","33.7","0.00","","17.7","","33.9","","","","156.9","22.5","","1","10","6","60","3","30","0","0","0","0","10"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002422","수성중학교","03","공립","Y","코로나19로 인한 한시적 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","1학년","남자","42.2","0.00","","7","","","","26","","161.6","23","","2","3.4","12","20.3","22","37.3","21","35.6","2","3.4","59"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","1학년","여자","34.3","0.00","","14.3","","","","21.4","","139.6","20","","2","6.5","11","35.5","16","51.6","1","3.2","1","3.2","31"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","2학년","남자","62.1","0.00","","12.4","","","","36.2","","199.6","23.4","","9","15.8","27","47.4","13","22.8","7","12.3","1","1.8","57"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","2학년","여자","38.1","0.00","","16","","","","24.5","","146.4","22.1","","1","2.6","18","47.4","16","42.1","2","5.3","1","2.6","38"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","3학년","남자","61","0.00","","10.9","","","","39.7","8.5","199.7","22","","6","7.9","37","48.7","23","30.3","10","13.2","0","0","76"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","N","","3학년","여자","36.2","0.00","","14.8","","","","25.6","","146.5","21.5","","1","1.9","23","43.4","25","47.2","3","5.7","1","1.9","53"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002424","수원제일중학교","03","공립","Y","2020학년도 학생건강체력평가(PAPS) 생략(수원제일중학교-9659)에 따른 자료 없음(코로나-19 확산 방지)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002425","수원중학교","03","사립","Y","2020학년도 학생건강체력 평가 미실시로 인해 정보 공시 대상 제외","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002426","수일여자중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002427","수일중학교","03","공립","Y","코로나 19로 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","1학년","남자","30.9","0.00","","10.6","","","88.2","","9.1","","22.8","","8","7","35","30.7","53","46.5","16","14","2","1.8","114"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","1학년","여자","20.6","0.00","","16.1","","","54","","10.3","","21","","4","5.4","34","45.9","32","43.2","2","2.7","2","2.7","74"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","2학년","남자","42.6","0.00","","9.6","","","99.4","","8.5","","23.5","","12","14.3","30","35.7","23","27.4","19","22.6","0","0","84"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","2학년","여자","27.2","0.00","","16.9","","","56.7","","9.7","","22","","11","16.9","32","49.2","17","26.2","5","7.7","0","0","65"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","3학년","남자","52.6","0.00","","10.7","","","87","","8","","23","","19","20.4","37","39.8","26","28","9","9.7","2","2.2","93"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","N","","3학년","여자","32","0.00","","19.8","","","37.4","","10","","21","","15","24.2","23","37.1","20","32.3","3","4.8","1","1.6","62"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002429","연무중학교","03","공립","Y","전년도에 측정하지 않음.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002430","영덕중학교","03","공립","Y","코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002431","영복여자중학교","03","사립","Y","코로나 19로 인한 교육청 PAPS측정 유예 공문에 의거 PAPS측정 안함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002432","영신중학교","03","사립","Y","학교보건법 제7조 제4항, 학교건강검사규칙 제14조(건강검사실시의 예외), 학생건강과-12160(2020.08.04.)호에 의거하여 2020년 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002433","영일중학교","03","공립","Y","전년도 자료없음.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002434","영통중학교","03","공립","Y","2020년도 코로나-19로 인해 PAPS를 실시하지 못함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002435","원천중학교","03","공립","Y","코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002436","율전중학교","03","공립","Y","2020년 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002437","율현중학교","03","공립","Y","미실시로 해당없음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002438","이목중학교","03","공립","Y","학교장이 감염병 상황 등을 고려하여 2020학년도 학생건강체력평가 실시를 생략함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002439","천천중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시교","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002440","청명중학교","03","공립","Y","전년도 미실시로 자료가 없음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002441","태장중학교","03","공립","Y","2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002442","호매실중학교","03","공립","Y","코로나-19로 인하여 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002443","화홍중학교","03","공립","Y","2020년 코로나19 상황을 고려하여 학생건강체력평가 실시를 생략함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002683","경수중학교","03","공립","Y","2020학년도 감염병 상황으로 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002684","관산중학교","03","공립","Y","코로나로 인해 실시하지 않음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002685","군자중학교","03","공립","Y","2020년도 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002686","대부중학교","03","공립","Y","2020년도 코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002687","대흥중학교","03","공립","Y","공문 의거","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002688","반월중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002689","별망중학교","03","공립","Y","시도교육감 및 교육장의 승인을 받아 2020학년도 학생건강체력평가 실시를 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002690","본오중학교","03","공립","Y","코로나19 감염병 예방을 위한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002691","상록중학교","03","공립","Y","코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002692","서해중학교","03","공립","Y","학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002693","선부중학교","03","공립","Y","코로나19로 인한 미활동","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002694","성안중학교","03","공립","Y","2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002695","한국글로벌중학교","03","사립","Y","2020년 코로나19로 인한 학생건강체력평가 미실시로 제외처리 함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002696","성포중학교","03","공립","Y","코로나 -19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002697","소래중학교","03","공립","Y","2020년도 코로나 19로 인해 팝스 미 실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","1학년","남자","42.5","0.00","","9.7","","","78","","8.2","","22.3","","21","19.3","33","30.3","42","38.5","13","11.9","0","0","109"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","1학년","여자","31","0.00","","16.7","","","46.8","","8.9","","20.8","","26","22.8","50","43.9","34","29.8","4","3.5","0","0","114"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","2학년","남자","51.6","0.00","","9.5","","","81.1","","7.5","","23.1","","23","21.3","42","38.9","30","27.8","13","12","0","0","108"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","2학년","여자","29.2","0.00","","16.4","","","41.8","","9.1","","21.5","","15","15.5","46","47.4","28","28.9","7","7.2","1","1","97"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","3학년","남자","56.4","0.00","","10","","","69.2","","7.4","","23.5","","23","22.8","41","40.6","24","23.8","11","10.9","2","2","101"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","N","","3학년","여자","33.4","0.00","","17.3","","","35.7","","8.9","","21.5","","15","15.2","49","49.5","30","30.3","5","5.1","0","0","99"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","1학년","남자","25.6","0.00","","10.5","","","","30.9","","168.6","23.5","","2","1.9","25","23.8","41","39","34","32.4","3","2.9","105"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","1학년","여자","18.3","0.00","","16.9","","","","23.7","","137.4","20.9","","0","0","33","29.2","65","57.5","15","13.3","0","0","113"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","2학년","남자","29.7","0.00","","6.5","","","","36.3","","182.2","23.1","","5","3.9","27","20.9","57","44.2","36","27.9","4","3.1","129"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","2학년","여자","18.2","0.00","","15.9","","","","24.9","","136.1","21.4","","0","0","25","23.1","65","60.2","18","16.7","0","0","108"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","3학년","남자","34.2","0.00","","8.8","","","","38.6","","198.4","23.3","","0","0","16","18.8","45","52.9","23","27.1","1","1.2","85"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","N","","3학년","여자","22","0.00","","16.4","","","","27.2","","143.5","21.7","","1","1.1","31","35.2","41","46.6","15","17","0","0","88"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002700","시곡중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시교","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002701","시흥은행중학교","03","공립","Y","코로나로 인한 2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002702","시흥중학교","03","공립","N","","1학년","남자","26","0.00","","15.5","","","","29.2","","195","20.9","0","0","0","1","100","0","0","0","0","0","0","1"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002703","신천중학교","03","공립","Y","코로나19 감염병 상황을 고려한 2020년 학생의 체력증진에 관한 사항","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002704","안산부곡중학교","03","공립","Y","2020년 코로나19로 인한 PAPS 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002705","안산중학교","03","사립","Y","2020학년도 미실시로 인한 제외처리","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002706","양지중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시로 인한 제외처리","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002707","연성중학교","03","공립","Y","해당없음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002708","와동중학교","03","공립","Y","2020학년도 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002709","원곡중학교","03","공립","Y","2020학년도 학생건강 체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002710","원일중학교","03","공립","Y","2020학년도 학생건강 체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002711","장곡중학교","03","공립","Y","2020년 코로나로 인해 팝스 측정 중단","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","1학년","남자","26.4","0.00","","7.4","","","","27.1","","166.6","25.2","","2","1.8","19","16.8","37","32.7","45","39.8","10","8.8","113"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","1학년","여자","16.9","0.00","","13","","","","21.8","","130","23.4","","0","0","13","11.9","55","50.5","35","32.1","6","5.5","109"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","2학년","남자","36","0.00","","9.6","","","","34.6","","176.6","23.6","","4","4.1","21","21.4","46","46.9","23","23.5","4","4.1","98"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","2학년","여자","19.1","0.00","","12.3","","","","23.4","","123.2","22.2","","0","0","17","18.1","43","45.7","29","30.9","5","5.3","94"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","3학년","남자","36.7","0.00","","8.1","","","","37.3","","193.8","23.7","","6","5.7","23","21.9","39","37.1","32","30.5","5","4.8","105"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","N","","3학년","여자","20.1","0.00","","14.5","","","","23.7","","130.5","22.7","","0","0","18","19.4","42","45.2","29","31.2","4","4.3","93"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002713","중앙중학교","03","공립","Y","2020년 측정하지 않았음.(코로나19로 미실시)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002714","함현중학교","03","공립","Y","감염병 상황으로 인해 2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002917","공도중학교","03","공립","Y","코로나19로 인하여 미실시함(학생건강과-12190(2020.8.21.))","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002918","명륜여자중학교","03","사립","Y","학교장이 감염병 상황 등을 고려하여 시도교육감 및 교육장의 승인을 받아 2020학년도 학생건강체력평가 실시를 생략함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002919","서운중학교","03","공립","N","","3학년","남자","53.8","0.00","","10.1","","","","38.6","","182.8","24.4","","0","0","4","33.3","6","50","2","16.7","0","0","12"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002920","안성여자중학교","03","공립","N","","1학년","여자","21.1","0.00","","15.1","","","40","","","126.5","21.4","","7","4","46","26","73","41.2","43","24.3","8","4.5","177"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002920","안성여자중학교","03","공립","N","","2학년","여자","19.2","0.00","","16.9","","","38.8","","","130.9","21.8","","6","3.8","40","25.2","76","47.8","33","20.8","4","2.5","159"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002920","안성여자중학교","03","공립","N","","3학년","여자","16.6","0.00","","18.2","","","33.3","","","134.6","22.6","","1",".6","39","25","74","47.4","36","23.1","6","3.8","156"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002921","안성중학교","03","공립","Y","코로나19로 인하여 2020학년도 학생건강체력평가(PAPS) 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002922","안청중학교","03","사립","N","","1학년","남자","30.9","0.00","","9.3","","8.9","","","9.2","","24","","1",".7","18","12.2","63","42.9","48","32.7","17","11.6","147"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002922","안청중학교","03","사립","N","","2학년","남자","43.4","0.00","","9","","","40.1","","8.6","","23.6","","3","2","37","24.8","69","46.3","38","25.5","2","1.3","149"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002922","안청중학교","03","사립","N","","3학년","남자","44.4","0.00","","10.1","","","36.3","","8.1","","24.1","","5","3.4","43","29.5","47","32.2","44","30.1","7","4.8","146"
