"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000490","추풍령중학교","03","사립","N","","9","8","6","6","13","9","0","0","0","0","28","23","51"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000491","학산중학교","03","공립","N","","3","2","2","4","2","4","0","1","0","0","7","11","18"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000560","안내중학교","03","공립","N","","3","2","1","4","3","2","2","0","0","0","9","8","17"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000561","옥천여자중학교","03","공립","N","","0","143","0","153","0","153","0","6","0","0","0","455","455"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000562","옥천중학교","03","공립","N","","180","0","155","0","160","0","7","0","0","0","502","0","502"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000563","이원중학교","03","공립","N","","8","4","6","5","9","4","2","1","0","0","25","14","39"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000565","청산중학교","03","공립","N","","4","9","6","6","5","6","1","1","0","0","16","22","38"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000614","감곡중학교","03","공립","N","","25","0","29","0","21","0","1","0","0","0","76","0","76"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000616","대소중학교","03","공립","N","","60","60","71","56","61","56","6","1","0","0","198","173","371"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000617","매괴여자중학교","03","사립","N","","0","28","0","31","0","35","0","0","0","0","0","94","94"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000618","무극중학교","03","공립","N","","90","68","77","67","70","85","9","5","0","0","246","225","471"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000619","삼성중학교","03","공립","N","","19","14","12","14","15","12","1","0","0","0","47","40","87"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000620","생극중학교","03","사립","N","","13","16","18","19","12","19","0","0","0","0","43","54","97"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000621","음성여자중학교","03","공립","N","","0","62","0","63","0","68","0","5","0","0","0","198","198"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000622","음성중학교","03","공립","N","","35","0","37","0","37","0","4","0","0","0","113","0","113"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000623","한일중학교","03","사립","N","","32","0","37","0","35","0","0","0","0","0","104","0","104"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000665","대제중학교","03","사립","N","","168","0","167","0","165","0","0","0","0","0","500","0","500"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000666","백운중학교","03","공립","N","","5","8","7","3","10","7","0","0","0","0","22","18","40"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000667","봉양중학교","03","공립","N","","5","1","5","4","8","7","3","0","0","0","21","12","33"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000668","송학중학교","03","공립","N","","3","3","0","0","0","0","0","0","0","0","3","3","6"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000669","수산중학교","03","공립","N","","1","3","4","0","3","2","0","0","0","0","8","5","13"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000671","의림여자중학교","03","공립","N","","0","196","0","186","0","193","0","3","0","0","0","578","578"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000672","제천덕산중학교","03","공립","N","","1","4","5","4","6","2","0","0","0","0","12","10","22"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000673","제천동중학교","03","공립","N","","81","63","72","44","72","53","1","2","0","0","226","162","388"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000674","제천여자중학교","03","공립","N","","0","192","0","172","0","181","0","11","0","0","0","556","556"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000675","제천중학교","03","공립","N","","156","0","154","0","191","0","8","0","0","0","509","0","509"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000676","청풍중학교","03","공립","N","","2","2","3","3","1","1","0","0","0","0","6","6","12"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000678","한송중학교","03","공립","N","","0","0","2","0","0","3","0","0","0","0","2","3","5"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000763","광혜원중학교","03","공립","N","","64","45","65","59","69","54","4","1","0","0","202","159","361"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000764","덕산중학교","03","공립","N","","16","13","17","15","22","15","2","1","0","0","57","44","101"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000766","이월중학교","03","공립","N","","12","15","9","9","15","6","3","2","0","0","39","32","71"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000767","진천여자중학교","03","공립","N","","0","164","0","162","0","153","0","3","0","0","0","482","482"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000768","진천중학교","03","공립","N","","179","0","140","0","180","0","10","0","0","0","509","0","509"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000798","가덕중학교","03","공립","N","","7","6","4","6","4","2","1","0","0","0","16","14","30"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000799","내수중학교","03","공립","N","","65","79","76","51","67","81","5","3","0","0","213","214","427"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000800","문의중학교","03","공립","N","","9","6","3","3","7","3","1","1","0","0","20","13","33"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000801","미원중학교","03","공립","N","","3","1","6","2","8","9","0","1","0","0","17","13","30"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000804","오창중학교","03","공립","N","","87","103","90","77","67","60","3","3","0","0","247","243","490"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000806","옥산중학교","03","공립","N","","70","62","55","44","61","59","6","2","0","0","192","167","359"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000807","현도중학교","03","공립","N","","0","5","4","0","4","4","0","0","0","0","8","9","17"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000892","가경중학교","03","공립","N","","71","57","81","69","59","56","4","1","0","0","215","183","398"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000893","경덕중학교","03","공립","N","","113","98","121","90","53","79","4","2","0","0","291","269","560"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000894","남성중학교","03","공립","N","","81","138","110","109","85","140","1","1","0","0","277","388","665"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000895","대성여자중학교","03","사립","N","","0","111","0","107","0","98","0","0","0","0","0","316","316"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000896","대성중학교","03","사립","N","","87","73","83","56","84","69","0","0","0","0","254","198","452"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000898","복대중학교","03","공립","N","","138","167","167","132","147","143","6","2","0","0","458","444","902"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000899","봉명중학교","03","공립","N","","99","81","85","83","102","87","10","5","0","0","296","256","552"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000901","서원중학교","03","공립","N","","168","168","133","111","166","137","4","1","0","0","471","417","888"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000902","세광중학교","03","사립","N","","157","0","139","0","143","0","0","0","0","0","439","0","439"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000903","수곡중학교","03","공립","N","","59","76","69","54","89","92","3","6","0","0","220","228","448"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000905","용암중학교","03","공립","N","","110","111","112","84","107","112","3","1","0","0","332","308","640"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000906","운호중학교","03","사립","N","","127","0","111","0","130","0","0","0","0","0","368","0","368"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000907","원봉중학교","03","공립","N","","166","112","136","112","146","113","6","0","0","0","454","337","791"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000908","율량중학교","03","공립","N","","138","85","135","82","137","85","5","0","0","0","415","252","667"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000909","일신여자중학교","03","사립","N","","0","119","0","126","0","99","0","0","0","0","0","344","344"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000910","주성중학교","03","공립","N","","139","116","113","111","88","143","5","0","0","0","345","370","715"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000912","청운중학교","03","공립","N","","130","89","86","79","70","70","5","3","0","0","291","241","532"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000914","청주남중학교","03","공립","N","","57","0","64","0","99","0","3","0","0","0","223","0","223"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000915","청주동중학교","03","공립","N","","136","110","108","82","133","82","9","6","0","0","386","280","666"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000919","청주여자중학교","03","공립","N","","0","116","0","137","0","110","0","6","0","0","0","369","369"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000920","청주중앙여자중학교","03","공립","N","","0","139","0","153","0","156","0","7","0","0","0","455","455"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000921","청주중앙중학교","03","공립","N","","103","56","137","50","109","24","8","2","0","0","357","132","489"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000922","청주중학교","03","공립","N","","205","0","146","0","201","0","0","0","0","0","552","0","552"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000923","충북여자중학교","03","사립","N","","0","81","0","99","0","83","0","0","0","0","0","263","263"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000980","노은중학교","03","공립","N","","4","6","3","0","4","4","0","0","0","0","11","10","21"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000981","충주미덕중학교","03","사립","N","","166","0","166","0","164","0","0","0","0","0","496","0","496"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000982","산척중학교","03","공립","N","","4","1","3","1","7","2","0","0","0","0","14","4","18"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000983","수안보중학교","03","공립","N","","2","2","4","0","8","1","0","0","0","0","14","3","17"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000984","신니중학교","03","공립","N","","3","2","3","3","3","1","0","2","0","0","9","8","17"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000985","신명중학교","03","사립","N","","13","3","13","4","18","5","0","0","0","0","44","12","56"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000986","앙성중학교","03","공립","N","","0","3","7","0","3","5","0","0","0","0","10","8","18"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000988","주덕중학교","03","공립","N","","6","4","8","7","7","6","2","1","0","0","23","18","41"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000989","중원중학교","03","공립","N","","10","15","12","9","21","11","2","2","0","0","45","37","82"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000990","충일중학교","03","공립","N","","167","0","165","0","188","0","6","0","0","0","526","0","526"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000991","충주북여자중학교","03","사립","N","","0","186","0","161","0","140","0","0","0","0","0","487","487"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000992","충주여자중학교","03","공립","N","","0","187","0","168","0","162","0","14","0","0","0","531","531"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000993","충주예성여자중학교","03","공립","N","","0","190","0","168","0","161","0","12","0","0","0","531","531"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000994","충주중앙중학교","03","공립","N","","80","77","56","85","83","81","3","2","0","0","222","245","467"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000996","충주중학교","03","공립","N","","192","0","168","0","162","0","5","0","0","0","527","0","527"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001842","칠금중학교","03","공립","N","","77","49","50","50","98","73","3","1","0","0","228","173","401"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001843","탄금중학교","03","공립","N","","84","56","83","85","79","82","8","1","0","0","254","224","478"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110001844","내토중학교","03","공립","N","","73","66","80","66","101","57","13","2","0","0","267","191","458"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001846","원평중학교","03","공립","N","","123","128","107","110","89","113","5","1","0","0","324","352","676"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001847","서경중학교","03","공립","N","","162","146","138","136","148","154","6","1","0","0","454","437","891"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001873","금천중학교","03","공립","N","","166","140","168","138","175","141","4","1","0","0","513","420","933"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001875","운동중학교","03","공립","N","","109","111","111","111","130","115","4","1","0","0","354","338","692"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001876","용성중학교","03","공립","N","","114","107","109","84","106","100","3","4","0","0","332","295","627"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001877","송절중학교","03","공립","N","","110","85","109","82","118","83","4","1","0","0","341","251","592"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001880","산남중학교","03","공립","N","","89","122","95","127","106","145","0","2","0","0","290","396","686"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001881","성화중학교","03","공립","N","","68","71","62","53","80","79","5","1","0","0","215","204","419"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110001885","각리중학교","03","공립","N","","139","167","169","165","169","145","3","2","0","0","480","479","959"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001918","오송중학교","03","공립","N","","123","100","113","122","101","107","4","4","0","0","341","333","674"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001954","서현중학교","03","공립","N","","83","140","110","112","115","92","5","2","0","0","313","346","659"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001957","솔밭중학교","03","공립","N","","140","142","140","138","147","142","0","0","0","0","427","422","849"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110001997","동성중학교","03","공립","N","","76","72","59","61","69","58","4","1","0","0","208","192","400"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002002","양청중학교","03","공립","N","","133","138","128","104","137","139","2","1","0","0","400","382","782"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110002131","괴산오성중학교","03","공립","N","","19","13","17","18","26","17","2","2","0","0","64","50","114"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110002161","새너울중학교","03","공립","N","","25","18","21","18","22","15","1","1","0","0","69","52","121"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110002170","단양소백산중학교","03","공립","N","","10","5","15","9","15","6","1","0","0","0","41","20","61"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110002172","서전중학교","03","공립","N","","194","200","159","139","175","167","4","0","0","0","532","506","1038"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002212","중앙탑중학교","03","공립","N","","62","77","55","71","56","55","1","0","0","0","174","203","377"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002293","충주대소원중학교","03","공립","N","","19","24","21","15","18","13","4","0","0","0","62","52","114"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002306","생명중학교","03","공립","N","","50","59","51","52","55","54","2","2","0","0","158","167","325"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002249","주성중학교부설방송통신중학교","25","공립","N","","1","74","3","70","7","62","0","0","0","0","11","206","217"
"충청남도교육청","교육부","충청남도 공주시","S000003501","국립공주대학교사범대학부설중학교","03","국립","N","","28","29","31","28","26","26","4","1","0","0","89","84","173"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000277","경천중학교","03","사립","N","","9","3","9","9","7","5","0","0","0","0","25","17","42"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000278","공주북중학교","03","사립","N","","0","69","0","70","0","69","0","0","0","0","0","208","208"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000279","공주여자중학교","03","공립","N","","0","182","0","144","0","169","0","5","0","0","0","500","500"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000280","공주영명중학교","03","사립","N","","38","0","46","0","45","0","0","0","0","0","129","0","129"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000281","공주중학교","03","공립","N","","119","0","105","0","118","0","8","0","0","0","350","0","350"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000282","반포중학교","03","공립","N","","11","5","11","3","7","4","1","1","0","0","30","13","43"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000283","봉황중학교","03","공립","N","","117","0","114","0","109","0","6","0","0","0","346","0","346"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000284","사곡중학교","03","공립","N","","5","6","7","4","7","6","0","0","0","0","19","16","35"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000286","우성중학교","03","공립","N","","14","12","13","14","10","19","0","0","0","0","37","45","82"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000287","유구중학교","03","공립","N","","19","14","16","21","12","21","2","1","0","0","49","57","106"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000288","이인중학교","03","공립","N","","7","5","0","1","4","0","0","0","0","0","11","6","17"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000290","정안중학교","03","공립","N","","7","3","10","9","10","10","0","0","0","0","27","22","49"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000291","탄천중학교","03","공립","N","","3","0","0","11","3","5","1","1","0","0","7","17","24"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000367","금산동중학교","03","공립","N","","34","49","53","35","59","34","11","1","0","0","157","119","276"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000368","금산여자중학교","03","공립","N","","0","86","0","103","0","91","0","10","0","0","0","290","290"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000369","금산중학교","03","공립","N","","108","0","85","0","83","0","5","0","0","0","281","0","281"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000371","복수중학교","03","공립","N","","4","3","5","4","7","3","0","0","0","0","16","10","26"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000372","부리중학교","03","공립","N","","8","7","0","1","2","5","0","0","0","0","10","13","23"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000373","제원중학교","03","공립","N","","5","2","5","9","5","5","2","1","0","0","17","17","34"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000374","진산중학교","03","공립","N","","9","6","8","6","8","7","2","2","0","0","27","21","48"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000375","추부중학교","03","공립","N","","19","18","29","17","21","18","4","4","0","0","73","57","130"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000420","가야곡중학교","03","공립","N","","1","3","4","1","5","3","2","1","0","0","12","8","20"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000421","강경여자중학교","03","공립","N","","0","38","0","33","0","33","0","2","0","0","0","106","106"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000422","강경중학교","03","공립","N","","23","0","26","0","41","0","4","0","0","0","94","0","94"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000423","건양대학교병설건양중학교","03","사립","N","","11","15","15","17","20","16","0","0","0","0","46","48","94"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000424","광석중학교","03","공립","N","","5","6","4","4","5","4","7","2","0","0","21","16","37"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000425","기민중학교","03","사립","N","","84","0","81","0","93","0","0","0","0","0","258","0","258"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000426","노성중학교","03","공립","N","","10","11","9","15","18","14","2","0","0","0","39","40","79"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000427","논산대건중학교","03","사립","N","","113","0","77","0","95","0","0","0","0","0","285","0","285"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000428","논산여자중학교","03","공립","N","","0","172","0","141","0","210","0","10","0","0","0","533","533"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000429","논산중학교","03","공립","N","","109","0","114","0","89","0","10","0","0","0","322","0","322"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000432","쌘뽈여자중학교","03","사립","N","","0","94","0","120","0","123","0","0","0","0","0","337","337"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000434","엄사중학교","03","공립","N","","94","96","103","68","104","82","3","2","0","0","304","248","552"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000436","연무여자중학교","03","사립","N","","0","42","0","54","0","54","0","0","0","0","0","150","150"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000437","연무중학교","03","공립","N","","41","0","53","0","54","0","5","0","0","0","153","0","153"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000438","연산중학교","03","공립","N","","24","13","22","17","21","18","1","2","0","0","68","50","118"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000439","용남중학교","03","공립","N","","114","91","100","106","120","114","2","2","0","0","336","313","649"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000505","백제중학교","03","사립","N","","41","47","42","49","47","28","4","1","0","0","134","125","259"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000506","부여여자중학교","03","공립","N","","0","84","0","89","0","111","0","2","0","0","0","286","286"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000507","부여중학교","03","공립","N","","107","0","98","0","98","0","6","0","0","0","309","0","309"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000508","석성중학교","03","공립","N","","11","5","10","7","8","14","3","0","0","0","32","26","58"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000509","세도중학교","03","공립","N","","9","3","3","0","3","5","0","0","0","0","15","8","23"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000510","양화중학교","03","공립","N","","2","2","3","2","2","2","0","0","0","0","7","6","13"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000511","외산중학교","03","사립","N","","10","1","11","2","13","2","0","0","0","0","34","5","39"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000512","용강중학교","03","사립","N","","6","2","8","5","6","7","1","0","0","0","21","14","35"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000513","은산중학교","03","공립","N","","10","11","10","4","3","7","3","0","0","0","26","22","48"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000514","임천중학교","03","공립","N","","5","0","7","7","3","6","0","0","0","0","15","13","28"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000516","홍산중학교","03","공립","N","","7","9","9","8","16","17","0","0","0","0","32","34","66"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000579","도고중학교","03","공립","N","","6","3","5","6","2","1","1","0","0","0","14","10","24"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000580","둔포중학교","03","사립","N","","27","38","20","29","45","29","0","0","0","0","92","96","188"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000582","선도중학교","03","공립","N","","4","2","2","7","2","3","0","0","0","0","8","12","20"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000583","송남중학교","03","공립","N","","38","25","31","33","21","21","2","0","0","0","92","79","171"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000584","신창중학교","03","공립","N","","47","56","60","56","56","41","2","2","0","0","165","155","320"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000585","아산중학교","03","사립","N","","268","0","270","0","281","0","0","0","0","0","819","0","819"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000587","영인중학교","03","공립","N","","8","6","8","8","9","5","2","1","0","0","27","20","47"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000588","온양여자중학교","03","공립","N","","0","297","0","307","0","309","0","9","0","0","0","922","922"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000589","온양중학교","03","공립","N","","274","0","271","0","279","0","12","0","0","0","836","0","836"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000590","온양한올중학교","03","사립","N","","0","239","0","248","0","243","0","0","0","0","0","730","730"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000591","음봉중학교","03","공립","N","","113","106","70","82","82","75","7","2","0","0","272","265","537"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000592","인주중학교","03","공립","N","","10","22","16","10","15","15","1","1","0","0","42","48","90"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000682","고덕중학교","03","공립","N","","10","10","17","15","12","14","3","0","0","0","42","39","81"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000683","광시중학교","03","사립","N","","4","1","5","1","6","4","0","0","0","0","15","6","21"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000684","대술중학교","03","공립","N","","1","3","1","1","2","1","0","0","0","0","4","5","9"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000685","대흥중학교","03","사립","N","","25","23","22","20","14","15","0","0","0","0","61","58","119"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000686","덕산중학교","03","공립","N","","121","126","99","91","79","77","4","1","0","0","303","295","598"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000687","삽교중학교","03","공립","N","","11","11","11","16","8","9","3","2","0","0","33","38","71"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000688","신암중학교","03","공립","N","","4","4","4","3","3","6","3","0","0","0","14","13","27"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000689","신양중학교","03","사립","N","","8","10","3","7","8","3","1","1","0","0","20","21","41"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000690","예산여자중학교","03","공립","N","","0","126","0","131","0","148","0","3","0","0","0","408","408"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000691","예산중학교","03","공립","N","","145","0","143","0","149","0","7","0","0","0","444","0","444"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000692","임성중학교","03","사립","N","","10","8","9","3","9","8","0","0","0","0","28","19","47"
