"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계"
"대구광역시교육청","대구광역시군위교육지원청","대구광역시 군위군","S030002181","효령중학교","03","공립","N","","2","5","3","5","4","0","1","0","0","0","10","10","20"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 남구","S030002006","경상중학교부설방송통신중학교","25","공립","N","","10","85","8","86","25","87","0","0","0","0","43","258","301"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000317","강남중학교","03","공립","N","","26","21","25","15","17","20","1","1","0","0","69","57","126"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000318","강서중학교","03","공립","N","","6","1","2","3","4","8","1","1","0","0","13","13","26"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000320","강화여자중학교","03","공립","N","","0","165","0","161","0","171","0","4","0","0","0","501","501"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000321","강화중학교","03","공립","N","","147","0","176","0","145","0","12","0","0","0","480","0","480"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000322","교동중학교","03","공립","N","","4","3","6","4","2","3","0","0","0","0","12","10","22"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000323","동광중학교","03","사립","N","","20","3","18","0","17","3","0","0","0","0","55","6","61"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000325","승영중학교","03","사립","N","","13","14","16","11","13","9","0","0","0","0","42","34","76"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000326","서도중학교","03","공립","N","","0","0","1","1","0","0","0","0","0","0","1","1","2"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000329","심도중학교","03","공립","N","","10","7","6","9","9","4","2","1","0","0","27","21","48"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000412","관교여자중학교","03","공립","N","","0","194","0","185","0","189","0","9","0","0","0","577","577"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000413","관교중학교","03","공립","N","","284","0","305","0","278","0","19","0","0","0","886","0","886"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000414","광성중학교","03","사립","N","","88","0","97","0","112","0","0","0","0","0","297","0","297"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000416","남인천여자중학교","03","공립","N","","0","239","0","231","0","208","0","0","0","0","0","678","678"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000417","대청중학교","03","공립","N","","1","4","3","2","7","0","0","1","0","0","11","7","18"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000419","인천재능중학교","03","사립","N","","135","0","98","0","119","0","0","0","0","0","352","0","352"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000420","덕적중학교","03","공립","N","","3","2","7","1","1","0","1","1","0","0","12","4","16"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000421","동산중학교","03","사립","N","","174","0","168","0","170","0","0","0","0","0","512","0","512"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000422","백령중학교","03","공립","N","","0","18","11","13","10","10","2","1","0","0","23","42","65"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000424","선인중학교","03","공립","N","","75","0","83","0","69","0","10","0","0","0","237","0","237"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000425","선화여자중학교","03","공립","N","","0","132","0","154","0","152","0","3","0","0","0","441","441"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000426","송도중학교","03","사립","N","","77","0","72","0","75","0","0","0","0","0","224","0","224"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000427","신흥여자중학교","03","공립","N","","0","149","0","103","0","145","0","3","0","0","0","400","400"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000428","신흥중학교","03","공립","N","","82","0","78","0","100","0","13","0","0","0","273","0","273"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000429","연평중학교","03","공립","N","","3","1","3","4","0","1","0","0","0","0","6","6","12"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000430","영종중학교","03","공립","N","","170","113","74","91","113","114","2","8","0","0","359","326","685"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000431","영흥중학교","03","공립","N","","31","18","20","14","20","10","3","2","0","0","74","44","118"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000432","용유중학교","03","공립","N","","12","9","3","6","6","7","3","0","0","0","24","22","46"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000433","용현여자중학교","03","공립","N","","0","238","0","241","0","252","0","5","0","0","0","736","736"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000434","용현중학교","03","공립","N","","237","0","251","0","247","0","9","0","0","0","744","0","744"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000435","인성여자중학교","03","사립","N","","0","97","0","100","0","92","0","0","0","0","0","289","289"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000436","인천공항중학교","03","공립","N","","108","129","143","137","154","155","6","2","0","0","411","423","834"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000437","인천남중학교","03","공립","N","","135","0","140","0","125","0","16","0","0","0","416","0","416"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000439","박문중학교","03","사립","N","","125","88","140","134","136","116","3","3","0","0","404","341","745"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000440","인하대학교사범대학부속중학교","03","사립","N","","247","0","236","0","266","0","0","0","0","0","749","0","749"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000441","인화여자중학교","03","공립","N","","0","297","0","288","0","286","0","5","0","0","0","876","876"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000442","제물포여자중학교","03","공립","N","","0","125","0","106","0","109","0","8","0","0","0","348","348"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000444","화도진중학교","03","공립","N","","57","68","38","61","40","74","9","4","0","0","144","207","351"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000615","간석여자중학교","03","공립","N","","0","90","0","72","0","108","0","7","0","0","0","277","277"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000616","구월여자중학교","03","공립","N","","0","251","0","250","0","239","0","7","0","0","0","747","747"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000617","구월중학교","03","공립","N","","320","0","342","0","340","0","4","0","0","0","1006","0","1006"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000618","남동중학교","03","공립","N","","117","118","114","109","127","124","8","0","0","0","366","351","717"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000619","논곡중학교","03","공립","N","","57","32","50","37","54","35","3","0","0","0","164","104","268"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000620","동인천중학교","03","공립","N","","180","0","136","0","126","0","11","0","0","0","453","0","453"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000621","만성중학교","03","공립","N","","64","61","55","80","70","68","8","4","0","0","197","213","410"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000622","만수북중학교","03","공립","N","","199","0","170","0","155","0","19","0","0","0","543","0","543"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000623","만수여자중학교","03","공립","N","","0","166","0","171","0","196","0","8","0","0","0","541","541"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000624","만수중학교","03","공립","N","","42","0","51","0","82","0","11","0","0","0","186","0","186"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000625","만월중학교","03","공립","N","","183","184","156","146","160","158","6","4","0","0","505","492","997"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000626","상인천여자중학교","03","공립","N","","0","161","0","160","0","186","0","0","0","0","0","507","507"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000627","상인천중학교","03","공립","N","","202","0","144","0","180","0","6","0","0","0","532","0","532"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000628","선학중학교","03","공립","N","","61","60","52","49","61","52","8","2","0","0","182","163","345"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000629","숭덕여자중학교","03","사립","N","","0","119","0","124","0","123","0","0","0","0","0","366","366"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000630","연성중학교","03","공립","N","","144","122","122","121","121","125","3","1","0","0","390","369","759"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000631","연수중학교","03","공립","N","","67","50","80","68","73","82","5","5","0","0","225","205","430"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000632","연화중학교","03","공립","N","","129","119","102","118","113","111","5","0","0","0","349","348","697"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000633","인송중학교","03","공립","N","","102","90","95","98","93","96","4","3","0","0","294","287","581"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000634","인천여자중학교","03","공립","N","","0","151","0","119","0","150","0","3","0","0","0","423","423"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000635","옥련중학교","03","공립","N","","71","63","94","66","87","76","0","0","0","0","252","205","457"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000636","인천중학교","03","공립","N","","82","0","87","0","113","0","0","0","0","0","282","0","282"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000637","청량중학교","03","공립","N","","168","143","142","140","162","121","5","0","0","0","477","404","881"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000638","청학중학교","03","공립","N","","66","50","49","25","56","35","4","1","0","0","175","111","286"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000757","가정여자중학교","03","공립","N","","0","45","0","54","0","94","0","0","0","0","0","193","193"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000758","인천가좌여자중학교","03","공립","N","","0","129","0","102","0","112","0","8","0","0","0","351","351"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000759","갈산중학교","03","공립","N","","80","60","53","55","69","84","7","0","0","0","209","199","408"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000760","검단중학교","03","공립","N","","172","130","150","140","150","147","6","2","0","0","478","419","897"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000761","검암중학교","03","공립","N","","91","0","128","0","108","0","4","0","0","0","331","0","331"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000762","계산여자중학교","03","공립","N","","0","174","0","132","0","179","0","0","0","0","0","485","485"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000763","계산중학교","03","공립","N","","140","0","167","0","185","0","4","0","0","0","496","0","496"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000764","계양중학교","03","공립","N","","84","90","67","71","99","96","0","0","0","0","250","257","507"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000765","구산중학교","03","공립","N","","141","153","152","152","156","129","3","1","0","0","452","435","887"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000767","동암중학교","03","공립","N","","66","40","69","55","65","0","7","0","0","0","207","95","302"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000768","동인천여자중학교","03","공립","N","","0","126","0","99","0","106","0","5","0","0","0","336","336"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000769","명현중학교","03","공립","N","","76","94","68","81","41","99","11","3","0","0","196","277","473"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000770","백석중학교","03","공립","N","","47","70","24","39","25","47","1","2","0","0","97","158","255"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000771","부광중학교","03","공립","N","","126","91","106","110","130","89","4","1","0","0","366","291","657"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000772","부원여자중학교","03","공립","N","","0","319","0","310","0","324","0","5","0","0","0","958","958"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000773","부원중학교","03","공립","N","","283","0","274","0","289","0","5","0","0","0","851","0","851"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000774","인천동수중학교","03","공립","N","","0","56","0","56","0","82","0","4","0","0","0","198","198"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000775","부일중학교","03","공립","N","","84","75","66","69","93","102","7","1","0","0","250","247","497"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000776","부평동중학교","03","공립","N","","93","0","111","0","99","0","4","0","0","0","307","0","307"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000777","부평서여자중학교","03","공립","N","","0","88","0","114","0","142","0","1","0","0","0","345","345"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000778","부평서중학교","03","공립","N","","87","0","75","0","107","0","4","0","0","0","273","0","273"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000779","부평여자중학교","03","공립","N","","0","116","0","118","0","115","0","4","0","0","0","353","353"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000780","부평중학교","03","공립","N","","72","0","110","0","104","0","3","0","0","0","289","0","289"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000781","부흥중학교","03","공립","N","","109","114","77","94","60","85","5","1","0","0","251","294","545"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000782","북인천여자중학교","03","공립","N","","0","139","0","111","0","132","0","5","0","0","0","387","387"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000783","북인천중학교","03","공립","N","","43","30","43","23","47","26","7","0","0","0","140","79","219"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000784","불로중학교","03","공립","N","","126","119","136","114","103","111","3","0","0","0","368","344","712"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000785","산곡남중학교","03","공립","N","","284","0","276","0","291","0","6","0","0","0","857","0","857"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000786","산곡여자중학교","03","공립","N","","0","279","0","264","0","301","0","4","0","0","0","848","848"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000787","산곡중학교","03","공립","N","","89","0","113","0","105","0","6","0","0","0","313","0","313"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000788","서곶중학교","03","공립","N","","105","76","85","100","112","79","4","2","0","0","306","257","563"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000789","서운중학교","03","공립","N","","131","128","123","102","126","111","6","2","0","0","386","343","729"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000790","신현여자중학교","03","공립","N","","0","91","0","106","0","126","0","6","0","0","0","329","329"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000791","신현중학교","03","공립","N","","51","0","102","0","103","0","5","0","0","0","261","0","261"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000792","인천안남중학교","03","공립","N","","57","28","58","28","58","43","6","4","0","0","179","103","282"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000795","가좌중학교","03","공립","N","","145","0","132","0","113","0","6","0","0","0","396","0","396"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000796","인천효성중학교","03","공립","N","","137","0","138","0","194","0","0","0","0","0","469","0","469"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000797","임학중학교","03","공립","N","","76","56","74","65","60","65","3","1","0","0","213","187","400"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000798","제물포중학교","03","공립","N","","147","0","141","0","120","0","7","0","0","0","415","0","415"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000799","청천중학교","03","공립","N","","47","64","87","82","65","70","8","3","0","0","207","219","426"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040001695","함박중학교","03","공립","N","","32","24","34","23","55","38","5","2","0","0","126","87","213"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040001715","작전중학교","03","공립","N","","49","36","72","75","70","54","6","2","0","0","197","167","364"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040001716","인천양촌중학교","03","공립","N","","33","29","19","35","32","33","4","1","0","0","88","98","186"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040001717","인천예일중학교","03","공립","N","","35","56","24","29","30","39","1","0","0","0","90","124","214"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001718","간재울중학교","03","공립","N","","161","210","121","224","109","211","6","1","0","0","397","646","1043"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040001723","능허대중학교","03","공립","N","","172","175","159","152","165","172","6","0","0","0","502","499","1001"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001724","석정중학교","03","공립","N","","114","81","88","83","79","81","7","1","0","0","288","246","534"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040001741","인주중학교","03","공립","N","","144","150","151","152","166","149","13","0","0","0","474","451","925"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040001790","신송중학교","03","공립","N","","228","191","191","189","215","201","4","1","0","0","638","582","1220"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001798","마전중학교","03","공립","N","","226","247","204","232","235","240","3","4","0","0","668","723","1391"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001799","원당중학교","03","공립","N","","132","141","64","97","176","186","3","0","0","0","375","424","799"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040001805","삼산중학교","03","공립","N","","147","165","168","158","168","150","3","1","0","0","486","474","960"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040001806","진산중학교","03","공립","N","","150","153","170","141","152","133","3","2","0","0","475","429","904"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001808","인천당하중학교","03","공립","N","","195","148","186","145","192","197","6","1","0","0","579","491","1070"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040001814","인천상정중학교","03","공립","N","","75","56","68","52","58","37","6","5","0","0","207","150","357"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040001816","인천동양중학교","03","공립","N","","94","71","74","84","95","89","4","0","0","0","267","244","511"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001839","인천논현중학교","03","공립","N","","187","161","166","168","155","159","5","1","0","0","513","489","1002"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001840","인천성리중학교","03","공립","N","","136","137","118","125","112","139","6","5","0","0","372","406","778"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001855","인천가현중학교","03","공립","N","","183","156","136","120","149","116","4","2","0","0","472","394","866"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040001856","인천계수중학교","03","공립","N","","112","171","150","188","134","171","3","3","0","0","399","533","932"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001861","인천동방중학교","03","공립","N","","178","162","165","167","154","158","5","1","0","0","502","488","990"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001952","인천정각중학교","03","공립","N","","97","157","114","140","115","157","7","4","0","0","333","458","791"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001964","인천서창중학교","03","공립","N","","137","131","126","124","131","127","6","2","0","0","400","384","784"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040001965","인천석남중학교","03","공립","N","","59","21","55","44","87","49","13","2","0","0","214","116","330"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040001970","인천고잔중학교","03","공립","N","","137","113","138","144","129","128","5","7","0","0","409","392","801"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040001973","인천해송중학교","03","공립","N","","146","168","115","129","144","148","0","0","0","0","405","445","850"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040002019","인천사리울중학교","03","공립","N","","118","140","125","127","108","131","0","3","0","0","351","401","752"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040002021","인천신정중학교","03","공립","N","","209","214","211","206","217","204","5","1","0","0","642","625","1267"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002024","인천청라중학교","03","공립","N","","178","162","185","150","207","173","3","0","0","0","573","485","1058"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002026","인천초은중학교","03","공립","N","","143","161","137","151","166","174","6","0","0","0","452","486","938"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002029","인천아라중학교","03","공립","N","","149","136","188","159","67","82","2","1","0","0","406","378","784"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002031","인천이음중학교","03","공립","N","","213","194","140","167","101","116","3","2","0","0","457","479","936"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002036","인천해원중학교","03","공립","N","","165","175","176","152","168","177","0","2","0","0","509","506","1015"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040002054","인천예송중학교","03","공립","N","","187","198","164","155","158","168","1","0","0","0","510","521","1031"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002066","인천청람중학교","03","공립","N","","177","195","165","164","154","152","2","0","0","0","498","511","1009"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040002149","인천하늘중학교","03","공립","N","","160","169","167","140","158","161","5","2","0","0","490","472","962"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040002284","인천중산중학교","03","공립","N","","161","161","148","154","93","130","5","2","0","0","407","447","854"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002288","인천경연중학교","03","공립","N","","77","90","51","47","54","38","1","0","0","0","183","175","358"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040002297","인천미송중학교","03","공립","N","","190","194","202","175","232","224","4","2","0","0","628","595","1223"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040002307","인천현송중학교","03","공립","N","","97","118","126","92","16","15","0","0","0","0","239","225","464"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002330","인천루원중학교","03","공립","N","","150","130","30","30","15","28","4","1","0","0","199","189","388"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040002336","인천청호중학교","03","공립","N","","65","65","87","73","89","88","4","1","0","0","245","227","472"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040002270","구월여자중학교부설방송통신중학교","25","공립","N","","3","49","2","48","1","48","0","0","0","0","6","145","151"
"광주광역시교육청","교육부","광주광역시 북구","S000003517","전남대학교사범대학부설중학교","03","국립","N","","68","25","51","32","45","41","5","0","0","0","169","98","267"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000169","각화중학교","03","공립","N","","48","50","53","28","44","41","2","1","0","0","147","120","267"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000171","고려중학교","03","사립","N","","154","0","143","0","149","0","0","0","0","0","446","0","446"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000172","광주경신중학교","03","사립","N","","75","95","83","91","99","103","0","0","0","0","257","289","546"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000173","광주동신여자중학교","03","사립","N","","0","137","0","138","0","141","0","0","0","0","0","416","416"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000174","광주동신중학교","03","사립","N","","159","0","162","0","147","0","6","0","0","0","474","0","474"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000175","무등중학교","03","공립","N","","76","54","77","58","70","59","6","1","0","0","229","172","401"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000176","광주북성중학교","03","공립","N","","24","28","27","11","26","18","4","1","0","0","81","58","139"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000178","광주숭일중학교","03","사립","N","","82","128","74","123","75","99","0","0","0","0","231","350","581"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000180","금호중앙중학교","03","사립","N","","111","112","117","120","99","100","0","0","0","0","327","332","659"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000181","광주진흥중학교","03","사립","N","","119","111","132","113","155","127","0","0","0","0","406","351","757"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000182","광주체육중학교","03","공립","N","","50","38","38","35","33","42","0","0","0","0","121","115","236"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000183","광주충장중학교","03","공립","N","","52","23","45","20","44","19","3","4","0","0","144","66","210"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000185","두암중학교","03","공립","N","","36","59","37","41","36","35","2","4","0","0","111","139","250"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000186","문산중학교","03","공립","N","","70","71","64","63","80","82","0","0","0","0","214","216","430"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000188","문화중학교","03","공립","N","","47","53","23","15","35","30","2","3","0","0","107","101","208"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000189","문흥중학교","03","공립","N","","56","61","64","64","71","56","3","3","0","0","194","184","378"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000191","살레시오여자중학교","03","사립","N","","0","64","0","64","0","59","0","0","0","0","0","187","187"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000192","살레시오중학교","03","사립","N","","150","0","146","0","119","0","0","0","0","0","415","0","415"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000193","서강중학교","03","사립","N","","109","92","114","104","105","103","0","0","0","0","328","299","627"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000195","신광중학교","03","공립","N","","29","44","28","38","48","43","1","5","0","0","106","130","236"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000196","양산중학교","03","공립","N","","70","72","89","86","88","102","4","1","0","0","251","261","512"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000197","용봉중학교","03","공립","N","","42","71","45","62","45","66","2","1","0","0","134","200","334"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000198","우산중학교","03","공립","N","","30","59","41","44","35","56","5","1","0","0","111","160","271"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000199","운림중학교","03","공립","N","","47","33","39","36","33","38","3","0","0","0","122","107","229"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000200","운암중학교","03","공립","N","","90","76","91","75","93","80","13","5","0","0","287","236","523"
